Duplicate : 我們  map[key]= we  value= us
Duplicate : 菲利普  map[key]= phillip  value= phillippe
Duplicate : 兜售  map[key]= peddle  value= peddling
Duplicate : 選擇  map[key]= choice  value= opted
Duplicate : 引人注目  map[key]= striking  value= noticeable
Duplicate : 提名  map[key]= nominated  value= nominations
Duplicate : 憂鬱  map[key]= brooding  value= mope
Duplicate : 隱喻  map[key]= metaphor  value= metaphors
Duplicate : 馬洛  map[key]= mallory  value= marlowe
Duplicate : 茂  map[key]= mau  value= mao
Duplicate : 主機  map[key]= hosts  value= mainframe
Duplicate : 蛆  map[key]= maggot  value= maggots
Duplicate : 葉  map[key]= yeh  value= lobe
Duplicate : 鏈接  map[key]= link  value= linking
Duplicate : 跳躍  map[key]= skip  value= leaping
Duplicate : 抨擊  map[key]= slammed  value= lashed
Duplicate : 失誤  map[key]= misses  value= lapses
Duplicate : 林  map[key]= groves  value= lam
Duplicate : 關口  map[key]= col  value= juncture
Duplicate : 瞬間  map[key]= moments  value= jiffy
Duplicate : 調用  map[key]= calling  value= invoke
Duplicate : 內部  map[key]= internal  value= internally
Duplicate : 嬰兒  map[key]= baby  value= infantile
Duplicate : 惡魔  map[key]= demon  value= imp
Duplicate : 巨大  map[key]= huge  value= immense
Duplicate : 星座  map[key]= constellation  value= horoscope
Duplicate : 尊敬  map[key]= respected  value= homage
Duplicate : 歷史  map[key]= history  value= histories
Duplicate : 暗示  map[key]= hint  value= hinting
Duplicate : 抱怨  map[key]= complain  value= gripe
Duplicate : 峽谷  map[key]= canyon  value= gorge
Duplicate : 詹尼  map[key]= janey  value= gianni
Duplicate : 產生  map[key]= generate  value= generated
Duplicate : 齒輪  map[key]= gear  value= gears
Duplicate : 模糊  map[key]= fuzzy  value= fuzz
Duplicate : 寒冷  map[key]= chilly  value= frigid
Duplicate : 過濾器  map[key]= filter  value= filters
Duplicate : 拍攝  map[key]= taken  value= filmed
Duplicate : 獎學金  map[key]= scholarship  value= fellowship
Duplicate : 魅力  map[key]= charm  value= fascination
Duplicate : 模範  map[key]= paragon  value= exemplary
Duplicate : 明顯  map[key]= obviously  value= evident
Duplicate : 估計  map[key]= reckon  value= estimates
Duplicate : 護送  map[key]= escort  value= escorts
Duplicate : 鼓勵  map[key]= encourage  value= encourages
Duplicate : 選  map[key]= selected  value= electoral
Duplicate : 食客  map[key]= patrons  value= eaters
Duplicate : 不同意  map[key]= disagree  value= disagrees
Duplicate : 存款  map[key]= deposit  value= deposits
Duplicate : 美味  map[key]= delicious  value= delicacy
Duplicate : 延遲  map[key]= delay  value= delays
Duplicate : 達林  map[key]= darrin  value= darin
Duplicate : 繼續  map[key]= continue  value= continuance
Duplicate : 征服  map[key]= vanquish  value= conquering
Duplicate : 傾訴  map[key]= confided  value= confiding
Duplicate : 集中  map[key]= concentrate  value= concentrated
Duplicate : 同伴  map[key]= fellow  value= companions
Duplicate : 商品  map[key]= merchandise  value= commodity
Duplicate : 克羅  map[key]= crowe  value= clo
Duplicate : 聖誕節  map[key]= christmas  value= christmases
Duplicate : 魅力  map[key]= charm  value= charismatic
Duplicate : 鱷魚  map[key]= crocodile  value= cayman
Duplicate : 騎士  map[key]= knight  value= cavalier
Duplicate : 巴特爾  map[key]= bartlet  value= buttle
Duplicate : 負擔  map[key]= burden  value= burdened
Duplicate : 布賴恩  map[key]= brian  value= bryan
Duplicate : 掃帚  map[key]= broom  value= broomstick
Duplicate : 溪  map[key]= creek  value= brook
Duplicate : 騎自行車的人  map[key]= biker  value= bikers
Duplicate : 軸  map[key]= shaft  value= axis
Duplicate : 攻擊者  map[key]= attacker  value= assailant
Duplicate : 通知  map[key]= notice  value= announcements
Duplicate : 激活  map[key]= activate  value= activation
Duplicate : 啄木鳥  map[key]= pecker  value= woodpecker
Duplicate : 奇妙  map[key]= fantastic  value= wondrous
Duplicate : 懦弱  map[key]= cowardly  value= wimpy
Duplicate : 放棄  map[key]= gave  value= waive
Duplicate : 禿鷲  map[key]= vultures  value= vulture
Duplicate : 變化  map[key]= change  value= variations
Duplicate : 不變  map[key]= constant  value= untouched
Duplicate : 意外  map[key]= crash  value= unforeseen
Duplicate : 毒素  map[key]= toxins  value= toxin
Duplicate : 電話  map[key]= phone  value= telephones
Duplicate : 技術員  map[key]= technician  value= technicians
Duplicate : 皮匠  map[key]= cobbler  value= tanner
Duplicate : 解決  map[key]= settle  value= tackled
Duplicate : 系統  map[key]= system  value= systematically
Duplicate : 自殺  map[key]= suicide  value= suicides
Duplicate : 扼殺  map[key]= strangle  value= strangler
Duplicate : 操縱  map[key]= manipulate  value= steered
Duplicate : 自發  map[key]= spontaneous  value= spontaneously
Duplicate : 華麗  map[key]= gorgeous  value= splendor
Duplicate : 快照  map[key]= snap  value= snapshot
Duplicate : 顯著  map[key]= significant  value= significantly
Duplicate : 鏟  map[key]= shovel  value= shovels
Duplicate : 腥  map[key]= fishy  value= shifty
Duplicate : 縫  map[key]= stitch  value= sewn
Duplicate : 再見  map[key]= bye  value= sayonara
Duplicate : 麗茲  map[key]= lizzie  value= ritz
Duplicate : 保留  map[key]= retain  value= retained
Duplicate : 殘留  map[key]= residue  value= residual
Duplicate : 要求  map[key]= claim  value= requiring
Duplicate : 放棄  map[key]= gave  value= renounce
Duplicate : 改革  map[key]= reform  value= reformed
Duplicate : 重新考慮  map[key]= reconsider  value= reconsidered
Duplicate : 現實  map[key]= real  value= realistically
Duplicate : 目前  map[key]= currently  value= presently
Duplicate : 練  map[key]= practicing  value= practising
Duplicate : 擁有  map[key]= owns  value= possesses
Duplicate : 筆記本  map[key]= notebook  value= pocketbook
Duplicate : 困擾  map[key]= bothering  value= plagued
Duplicate : 支柱  map[key]= pillar  value= pillars
Duplicate : 野餐  map[key]= picnic  value= picnics
Duplicate : 佩恩  map[key]= payne  value= penn
Duplicate : 企鵝  map[key]= penguin  value= penguins
Duplicate : 通道  map[key]= channel  value= passageway
Duplicate : 自己  map[key]= own  value= oneself
Duplicate : 挪威  map[key]= norwegian  value= norway
Duplicate : 夜  map[key]= nights  value= nocturnal
Duplicate : 關係  map[key]= relationship  value= nexus
Duplicate : 神經  map[key]= nerve  value= neuro
Duplicate : 單  map[key]= single  value= mono
Duplicate : 分子  map[key]= elements  value= molecule
Duplicate : 操作  map[key]= operate  value= manipulations
Duplicate : 魔術師  map[key]= magician  value= magicians
Duplicate : 頭昏眼花  map[key]= woozy  value= lightheaded
Duplicate : 草坪  map[key]= lawn  value= lawns
Duplicate : 克勞斯  map[key]= klaus  value= krause
Duplicate : 首飾  map[key]= jewelry  value= jewellery
Duplicate : 傑西  map[key]= jesse  value= jessie
Duplicate : 傑克遜  map[key]= jackson  value= jacko
Duplicate : 歐文  map[key]= owen  value= irving
Duplicate : 通知  map[key]= notice  value= informing
Duplicate : 憤慨  map[key]= resent  value= indignation
Duplicate : 合併  map[key]= merger  value= incorporate
Duplicate : 笨人  map[key]= coot  value= imbecile
Duplicate : 擠  map[key]= squeeze  value= huddled
Duplicate : 殺人  map[key]= homicide  value= homicides
Duplicate : 流浪漢  map[key]= tramp  value= hobo
Duplicate : 歷史  map[key]= history  value= historically
Duplicate : 打嗝  map[key]= burp  value= hiccups
Duplicate : 嘿嘿  map[key]= heh  value= hehe
Duplicate : 有害  map[key]= destructive  value= harmful
Duplicate : 漢森  map[key]= hanson  value= hansen
Duplicate : 演出  map[key]= show  value= gigs
Duplicate : 杰拉德  map[key]= gerald  value= gerrard
Duplicate : 壁虎  map[key]= gekko  value= gecko
Duplicate : 自由職業者  map[key]= freelance  value= freelancer
Duplicate : 鍛造  map[key]= hammering  value= forging
Duplicate : 閃爍  map[key]= flashes  value= flicker
Duplicate : 完成  map[key]= complete  value= finalized
Duplicate : 節日  map[key]= holiday  value= fiesta
Duplicate : 纖維  map[key]= fiber  value= fibre
Duplicate : 放屁  map[key]= fart  value= farted
Duplicate : 柴  map[key]= firewood  value= faggots
Duplicate : 擴大  map[key]= expand  value= expanded
Duplicate : 突破  map[key]= breakthrough  value= exceeded
Duplicate : 建立  map[key]= establish  value= establishing
Duplicate : 錯誤  map[key]= mistake  value= errors
Duplicate : 埃里卡  map[key]= erica  value= erika
Duplicate : 巨大  map[key]= huge  value= enormously
Duplicate : 擁抱  map[key]= hug  value= embracing
Duplicate : 消除  map[key]= eliminate  value= elimination
Duplicate : 鄧恩  map[key]= dunne  value= dunn
Duplicate : 優勢  map[key]= advantages  value= dominant
Duplicate : 區  map[key]= district  value= districts
Duplicate : 不滿  map[key]= unhappiness  value= dissatisfied
Duplicate : 紀律  map[key]= discipline  value= disciplined
Duplicate : 丟棄  map[key]= trashed  value= discarded
Duplicate : 圖  map[key]= chart  value= diagram
Duplicate : 詳細  map[key]= detailed  value= detailing
Duplicate : 降  map[key]= drop  value= descend
Duplicate : 倉庫  map[key]= warehouse  value= depository
Duplicate : 定義  map[key]= definition  value= defining
Duplicate : 裝飾  map[key]= decorated  value= decorative
Duplicate : 裝飾  map[key]= decorated  value= decoration
Duplicate : 戴維  map[key]= davey  value= davy
Duplicate : 治愈  map[key]= cure  value= cures
Duplicate : 昂貴  map[key]= expensive  value= costly
Duplicate : 協調  map[key]= coordinate  value= coordinated
Duplicate : 含  map[key]= including  value= containing
Duplicate : 構建  map[key]= builds  value= constructed
Duplicate : 譴責  map[key]= condemned  value= condemning
Duplicate : 自負  map[key]= egotistical  value= conceited
Duplicate : 診所  map[key]= clinic  value= clinics
Duplicate : 周長  map[key]= perimeter  value= circumference
Duplicate : 轟炸機  map[key]= bomber  value= bombers
Duplicate : 小伙子  map[key]= lad  value= blokes
Duplicate : 斑點  map[key]= spots  value= blob
Duplicate : 平淡  map[key]= dull  value= bland
Duplicate : 投標  map[key]= bid  value= bids
Duplicate : 行為  map[key]= behavior  value= behavioral
Duplicate : 資金  map[key]= funds  value= bankroll
Duplicate : 暗殺  map[key]= assassination  value= assassinate
Duplicate : 祖先  map[key]= ancestors  value= ancestor
Duplicate : 女演員  map[key]= actress  value= actresses
Duplicate : 從而  map[key]= thus  value= accordingly
Duplicate : 符合  map[key]= tally  value= accord
Duplicate : 口音  map[key]= accent  value= accents
Duplicate : 零  map[key]= zero  value= zeros
Duplicate : 零  map[key]= zero  value= zeroes
Duplicate : 青少年  map[key]= teenager  value= youngsters
Duplicate : 沃爾夫  map[key]= wolfe  value= wolff
Duplicate : 變態  map[key]= perverted  value= weirdos
Duplicate : 週三  map[key]= wed  value= wednesdays
Duplicate : 毒蛇  map[key]= viper  value= vipers
Duplicate : 村莊  map[key]= hamlet  value= villages
Duplicate : 變量  map[key]= variables  value= variable
Duplicate : 不愉快  map[key]= unpleasant  value= unpleasantness
Duplicate : 解開  map[key]= untie  value= unhook
Duplicate : 翻譯  map[key]= translate  value= translating
Duplicate : 悲劇  map[key]= tragedy  value= tragedies
Duplicate : 及時  map[key]= promptly  value= timely
Duplicate : 恐嚇  map[key]= intimidated  value= terrorize
Duplicate : 誘惑  map[key]= tempted  value= temptations
Duplicate : 合作  map[key]= cooperate  value= teamwork
Duplicate : 斯圖爾特  map[key]= stewart  value= stuart
Duplicate : 緊身衣  map[key]= tights  value= straitjacket
Duplicate : 限制  map[key]= limit  value= stint
Duplicate : 促進  map[key]= boost  value= stimulation
Duplicate : 類固醇  map[key]= steroids  value= steroid
Duplicate : 統計  map[key]= stat  value= statistically
Duplicate : 觸目驚心  map[key]= shocking  value= startling
Duplicate : 猜測  map[key]= guesses  value= speculating
Duplicate : 清醒  map[key]= sober  value= sobriety
Duplicate : 捲心菜  map[key]= cabbage  value= slaw
Duplicate : 發貨  map[key]= shipped  value= shipments
Duplicate : 嚴重  map[key]= serious  value= severity
Duplicate : 塞爾瑪  map[key]= thelma  value= selma
Duplicate : 選擇  map[key]= choice  value= selective
Duplicate : 擦洗  map[key]= scrub  value= scrubbed
Duplicate : 圍巾  map[key]= scarf  value= scarves
Duplicate : 麻袋  map[key]= sack  value= sacks
Duplicate : 旋轉  map[key]= spins  value= revolving
Duplicate : 尊敬  map[key]= respected  value= revere
Duplicate : 結果  map[key]= results  value= resulting
Duplicate : 爬行動物  map[key]= reptile  value= reptiles
Duplicate : 緩刑  map[key]= probation  value= reprieve
Duplicate : 重新安排  map[key]= reschedule  value= rearranging
Duplicate : 貓  map[key]= cat  value= pussycat
Duplicate : 挑釁  map[key]= provocative  value= provocation
Duplicate : 問題  map[key]= problem  value= problematic
Duplicate : 處方  map[key]= prescription  value= prescriptions
Duplicate : 最好  map[key]= preferably  value= preferable
Duplicate : 稱讚  map[key]= compliment  value= praised
Duplicate : 拋光  map[key]= polish  value= polishing
Duplicate : 承諾  map[key]= promise  value= pledges
Duplicate : 板  map[key]= board  value= plank
Duplicate : 行星  map[key]= planet  value= planetary
Duplicate : 小指  map[key]= pinky  value= pinkie
Duplicate : 變態  map[key]= perverted  value= perverts
Duplicate : 牧場  map[key]= ranch  value= pastures
Duplicate : 喘氣  map[key]= gasp  value= pant
Duplicate : 過時的  map[key]= dated  value= outdated
Duplicate : 對手  map[key]= opponent  value= opponents
Duplicate : 發生  map[key]= happened  value= occurrence
Duplicate : 婚禮  map[key]= wedding  value= nuptials
Duplicate : 被提名人  map[key]= nominee  value= nominees
Duplicate : 邪惡  map[key]= evil  value= nefarious
Duplicate : 默多克  map[key]= murdock  value= murdoch
Duplicate : 蒙特  map[key]= monte  value= mundt
Duplicate : 汽車旅館  map[key]= motel  value= motels
Duplicate : 拖  map[key]= drag  value= mopping
Duplicate : 貨幣  map[key]= currency  value= monetary
Duplicate : 比喻  map[key]= figuratively  value= metaphorically
Duplicate : 備忘錄  map[key]= memo  value= memos
Duplicate : 紀念  map[key]= monumental  value= memento
Duplicate : 麻疹  map[key]= hives  value= measles
Duplicate : 水手  map[key]= sailor  value= mariners
Duplicate : 遊行  map[key]= parade  value= marches
Duplicate : 演習  map[key]= exercises  value= maneuvers
Duplicate : 旁觀者  map[key]= bystander  value= looker
Duplicate : 湖  map[key]= lake  value= loch
Duplicate : 君主  map[key]= sovereign  value= liege
Duplicate : 舔  map[key]= lick  value= licks
Duplicate : 自由  map[key]= freedom  value= liberties
Duplicate : 跑腿  map[key]= errands  value= legwork
Duplicate : 松  map[key]= loose  value= lax
Duplicate : 斯里蘭卡  map[key]= sri  value= lanka
Duplicate : 缺乏  map[key]= lack  value= lacked
Duplicate : 科恩  map[key]= cohen  value= korn
